cards_initial,moves_initial,hand1_cards,hand2_cards,moves_1,moves_2,dealer_hand,money
"[4, 'J']",['S'],[],[],[],[],"[3, 2, 6, 'J']",-100
"[7, 9, 'A', 10, 6]","['H', 'H', 'H', 'S']",[],[],[],[],"[2, 2, 5, 8]",-100
"['K', 7]",['S'],[],[],[],[],"['J', 8]",-100
"['K', 10]",['S'],[],[],[],[],"[4, 2, 6, 'K']",100
"[8, 2, 'K', 9, 5]","['H', 'H', 'DD']",[],[],[],[],"[8, 'K']",-200
"['Q', 2]",['S'],[],[],[],[],"['Q', 3, 'K']",100
"[9, 'Q', 10]",['DD'],[],[],[],[],"[5, 3, 3, 5, 7]",-200
"[5, 9, 10]",['DD'],[],[],[],[],"[2, 'J', 6]",-200
"['K', 3, 2, 8, 9, 7]","['H', 'H', 'H', 'DD']",[],[],[],[],"['K', 10]",-200
"[4, 'Q', 'Q', 5]","['H', 'H', 'S']",[],[],[],[],"[9, 3, 'A', 4, 7]",-100
"['Q', 8, 'K']",['DD'],[],[],[],[],"[9, 2, 10]",-200
"[9, 9]",['P'],"[9, 10]","[9, 'J', 6]",['DD'],"['H', 'H', 'S']","[2, 3, 10, 10]",100
"[10, 2, 'A']",['DD'],[],[],[],[],"['J', 'J']",-200
"[3, 4, 10, 'J']","['H', 'DD']",[],[],[],[],"[6, 'K', 7]",-200
"['J', 'K']",['P'],"['J', 'A']","['K', 'J']",['DD'],"['H', 'S']","['K', 10]",-200
"[3, 5, 8, 5, 7]","['H', 'H', 'DD']",[],[],[],[],"[6, 2, 6, 'J']",-200
"[6, 5, 'J']",['DD'],[],[],[],[],"['K', 10]",200
"[2, 'Q', 7]",['DD'],[],[],[],[],"['A', 4, 8, 8]",-200
"[9, 'A', 'K']",['DD'],[],[],[],[],"[2, 'J', 10]",200
"[8, 10, 9, 7]","['H', 'H', 'S']",[],[],[],[],"[2, 'Q', 'Q']",-100
"['A', 9, 5, 8]","['H', 'DD']",[],[],[],[],"['A', 2, 'J', 10]",-200
"['K', 5, 9]",['DD'],[],[],[],[],"[7, 'A', 6, 8]",-200
"[3, 9, 'Q']",['DD'],[],[],[],[],"[7, 'K']",-200
"['Q', 2, 9, 3]","['H', 'H', 'S']",[],[],[],[],"[9, 2, 6]",-100
"[7, 'J', 7]",['DD'],[],[],[],[],"[4, 'A', 'K', 'Q']",-200
"[8, 3, 9, 'A']","['H', 'DD']",[],[],[],[],"[10, 4, 10]",200
"[9, 2]",['S'],[],[],[],[],"[8, 'K']",-100
"[3, 10, 9, 'K']","['H', 'H', 'S']",[],[],[],[],"[9, 5, 'Q']",-100
"['J', 3]",['S'],[],[],[],[],"['A', 10, 5, 10]",100
"[7, 7]",['S'],[],[],[],[],"[10, 8]",-100
"[5, 4, 'Q']",['DD'],[],[],[],[],"[6, 8, 4]",200
"['J', 5, 7, 10, 'A', 8, 'Q']","['H', 'H', 'H', 'H', 'DD']",[],[],[],[],"[8, 5, 5]",-200
"[6, 'J']",['S'],[],[],[],[],"[4, 'K', 3]",-100
"[8, 9, 'K']",['DD'],[],[],[],[],"[4, 5, 5, 8]",-200
"[2, 9]",['S'],[],[],[],[],"['K', 3, 'Q']",100
"['Q', 'Q', 9]",['DD'],[],[],[],[],"[5, 3, 7, 10]",-200
"[3, 'Q', 'A', 'A']","['H', 'DD']",[],[],[],[],"[2, 9, 'A', 'K']",-200
"[2, 'Q', 10, 'K']","['H', 'H', 'S']",[],[],[],[],"[5, 7, 2, 'J']",-100
"['K', 'A', 'A']",['DD'],[],[],[],[],"[2, 6, 6, 5]",-200
"[6, 9]",['S'],[],[],[],[],"['Q', 4, 8]",100
"[6, 'K', 2, 'Q']","['H', 'DD']",[],[],[],[],"['K', 10]",-200
"[9, 'K', 9]",['DD'],[],[],[],[],"[9, 9]",-200
"[3, 3]",['S'],[],[],[],[],"['A', 10, 2, 8]",-100
"[4, 5, 4]",['DD'],[],[],[],[],"[6, 9, 10]",200
"['J', 3]",['S'],[],[],[],[],"['A', 3, 'K', 'K']",100
"[4, 2]",['S'],[],[],[],[],"[9, 4, 3, 4]",-100
"[10, 5, 9]","['H', 'S']",[],[],[],[],"['J', 2, 'Q']",-100
"['K', 4, 3]",['DD'],[],[],[],[],"[10, 'Q']",-200
"[4, 'A']",['S'],[],[],[],[],"[8, 'K']",-100
"[10, 'A', 3]","['H', 'S']",[],[],[],[],"['A', 2, 8, 4, 2, 'Q']",100
"['Q', 7]",['S'],[],[],[],[],"['J', 9]",-100
"['J', 'A']",['S'],[],[],[],[],"['A', 8, 8, 'A', 7]",100
"[8, 6, 'Q', 4]","['H', 'DD']",[],[],[],[],"['J', 5, 6]",-200
"[7, 'J', 9]",['DD'],[],[],[],[],"[6, 2, 'K']",-200
"[2, 'J']",['S'],[],[],[],[],"[5, 3, 6, 'K']",100
"[5, 9, 'K']","['H', 'S']",[],[],[],[],"[5, 9, 10]",-100
"[7, 6]",['S'],[],[],[],[],"['K', 10]",-100
"[4, 'A']",['S'],[],[],[],[],"[5, 10, 'J']",100
"[8, 2, 'Q']","['H', 'S']",[],[],[],[],"[5, 9, 9]",100
"['K', 'A']",['S'],[],[],[],[],"[4, 'Q', 'Q']",100
"[7, 4]",['S'],[],[],[],[],"[2, 4, 10, 5]",-100
"[7, 6, 6]",['DD'],[],[],[],[],"['J', 5, 8]",200
"['A', 'Q', 2, 3]","['H', 'H', 'S']",[],[],[],[],"[4, 'A', 4, 9]",-100
"['K', 10]",['P'],"['K', 'Q']","[10, 10]",['DD'],['DD'],"['A', 'J', 10]",0
"[3, 3, 3]","['H', 'S']",[],[],[],[],"['Q', 8]",-100
"[8, 6]",['S'],[],[],[],[],"[10, 3, 'K']",100
"[8, 10]",['S'],[],[],[],[],"[10, 6, 'A', 2]",0
"[4, 'Q']",['S'],[],[],[],[],"['J', 'K']",-100
"[2, 9, 9]","['H', 'S']",[],[],[],[],"['J', 5, 'J']",100
"[3, 'Q', 4, 3, 9]","['H', 'H', 'DD']",[],[],[],[],"['K', 10]",-200
"[7, 5, 5]",['DD'],[],[],[],[],"[5, 'A', 2, 10]",0
"[4, 3, 'A']",['DD'],[],[],[],[],"[4, 2, 6, 2, 10]",200
"[8, 6]",['S'],[],[],[],[],"[5, 'A', 3, 'A', 'J']",-100
"['A', 6, 10, 2]","['H', 'DD']",[],[],[],[],"[5, 8, 4]",200
"[8, 5, 5]",['DD'],[],[],[],[],"[7, 'J']",200
"['J', 'A', 5]","['H', 'S']",[],[],[],[],"['J', 'J']",-100
"[5, 9, 4]",['DD'],[],[],[],[],"[4, 7, 'Q']",-200
"['J', 3]",['S'],[],[],[],[],"['Q', 5, 10]",100
"[2, 'A', 10]",['DD'],[],[],[],[],"['Q', 'J']",-200
"['K', 'J', 5]",['DD'],[],[],[],[],"[9, 3, 7]",-200
"[9, 8]",['S'],[],[],[],[],"[8, 9]",0
"[6, 'A', 8]","['H', 'S']",[],[],[],[],"[6, 8, 'J']",100
"[6, 2]",['S'],[],[],[],[],"[7, 6, 8]",-100
"[7, 'Q']",['S'],[],[],[],[],"['J', 5, 6]",-100
"[6, 2]",['S'],[],[],[],[],"[8, 'J']",-100
"[8, 2, 'Q']","['H', 'S']",[],[],[],[],"[10, 'Q']",0
"[3, 'J', 2]",['DD'],[],[],[],[],"[8, 6, 5]",-200
"['Q', 8]",['S'],[],[],[],[],"[6, 2, 3, 'J']",-100
"[3, 4, 3, 10, 10]","['H', 'H', 'DD']",[],[],[],[],"[10, 'K']",-200
"[9, 10, 'Q', 6, 'K', 7]","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[2, 8, 10]",-100
"[4, 3, 'K', 'J']","['H', 'DD']",[],[],[],[],"['K', 6, 2]",-200
"['A', 7]",['S'],[],[],[],[],"[8, 'J']",-100
"[7, 'J', 2]","['H', 'S']",[],[],[],[],"['A', 9, 10]",0
"[3, 'A', 10, 9, 4]","['H', 'H', 'DD']",[],[],[],[],"['K', 2, 'J']",-200
"[7, 'J', 3]",['DD'],[],[],[],[],"[9, 7, 'Q']",200
"['A', 4]",['S'],[],[],[],[],"[3, 8, 10]",-100
"['A', 'K', 6, 'A', 5]","['H', 'H', 'DD']",[],[],[],[],"[6, 'K', 4]",200
"[10, 'Q', 8]","['H', 'S']",[],[],[],[],"[2, 8, 6, 3]",-100
"[5, 8]",['S'],[],[],[],[],"[9, 4, 'K']",100
"['A', 'A']",['S'],[],[],[],[],"[8, 5, 9]",100
"[3, 5, 9]",['DD'],[],[],[],[],"[9, 4, 'Q']",200
"[10, 9]",['S'],[],[],[],[],"['K', 5, 'K']",100
"['Q', 2, 'J', 6]","['H', 'H', 'S']",[],[],[],[],"[9, 6, 5]",-100
"[7, 5]",['S'],[],[],[],[],"['J', 5, 'Q']",100
"[6, 4, 'A']",['DD'],[],[],[],[],"[9, 6, 7]",200
"[9, 'J', 8]",['DD'],[],[],[],[],"[3, 'Q', 9]",-200
"['J', 'K']",['S'],[],[],[],[],"[3, 7, 2, 'K']",100
"[6, 'A', 'Q']",['DD'],[],[],[],[],"[9, 'K']",-200
"[5, 4, 'Q', 'Q', 'A']","['H', 'H', 'DD']",[],[],[],[],"[9, 'K']",-200
"[7, 6]",['S'],[],[],[],[],"['A', 7, 2, 'J']",-100
"['Q', 9, 7]",['DD'],[],[],[],[],"[4, 7, 10]",-200
"['J', 10]",['P'],"['J', 2]",[10],['DD'],['S'],"[2, 'Q', 'K']",300
"[10, 4, 8]",['DD'],[],[],[],[],"['K', 4, 9]",-200
"[8, 'Q', 'Q']",['DD'],[],[],[],[],"['Q', 2, 7]",-200
"['J', 'Q', 2, 10]","['H', 'H', 'S']",[],[],[],[],"[7, 'J']",-100
"['Q', 5]",['S'],[],[],[],[],"[2, 'K', 2, 10]",100
"[8, 'J', 9, 'J']","['H', 'DD']",[],[],[],[],"[8, 6, 8]",-200
"['K', 'Q', 4]",['DD'],[],[],[],[],"[7, 8, 'J']",-200
"[9, 10, 10, 8]","['H', 'DD']",[],[],[],[],"[8, 9]",-200
"[9, 10]",['S'],[],[],[],[],"[6, 6, 8]",-100
"[9, 9, 6]","['H', 'S']",[],[],[],[],"[3, 2, 'K', 4]",-100
"[7, 10, 'J']",['DD'],[],[],[],[],"[4, 6, 4, 'A', 10]",-200
"['Q', 2]",['S'],[],[],[],[],"[9, 8]",-100
"['J', 3]",['S'],[],[],[],[],"[10, 9]",-100
"['J', 8, 4, 'A']","['H', 'DD']",[],[],[],[],"[3, 4, 'J']",-200
"[3, 3, 'J']","['H', 'S']",[],[],[],[],"[6, 'A', 4, 9]",-100
"[3, 'J', 6]","['H', 'S']",[],[],[],[],"[4, 4, 6, 10]",100
"[3, 7]",['S'],[],[],[],[],"[6, 'Q', 4]",-100
"['J', 9, 'J', 'K']","['H', 'H', 'S']",[],[],[],[],"[5, 6, 'Q']",-100
"[2, 4, 6]","['H', 'S']",[],[],[],[],"[4, 'J', 'K']",100
"[9, 10, 'J', 'Q']","['H', 'DD']",[],[],[],[],"['Q', 3, 'Q']",-200
"['A', 7, 'A']",['DD'],[],[],[],[],"[6, 9, 'A', 'K']",200
"[3, 4, 5]","['H', 'S']",[],[],[],[],"[9, 6, 6]",-100
"[2, 3, 5]",['DD'],[],[],[],[],"[9, 10]",-200
"['K', 8, 8, 'K', 'Q', 'J']","['H', 'H', 'H', 'DD']",[],[],[],[],"[8, 10]",-200
"['J', 6, 6]",['DD'],[],[],[],[],"[6, 5, 'K']",-200
"[10, 5, 'A']",['DD'],[],[],[],[],"[7, 10]",-200
"[3, 'Q', 4]",['DD'],[],[],[],[],"['K', 'Q']",-200
"['A', 7, 'J']",['DD'],[],[],[],[],"[10, 7]",0
"[5, 2]",['S'],[],[],[],[],"[4, 7, 3, 'J']",100
"[4, 6]",['S'],[],[],[],[],"[5, 5, 'J']",-100
"[5, 2, 4]",['DD'],[],[],[],[],"['J', 2, 10]",200
"[8, 6, 'K']","['H', 'S']",[],[],[],[],"['Q', 8]",-100
"[9, 7]",['S'],[],[],[],[],"[8, 7, 'J']",100
"[6, 10]",['S'],[],[],[],[],"['A', 3, 'K', 6]",-100
"['J', 7, 9, 6, 6]","['H', 'H', 'DD']",[],[],[],[],"[7, 8, 'J']",-200
"[5, 6, 9]",['DD'],[],[],[],[],"[4, 10, 7]",-200
"[4, 2]",['S'],[],[],[],[],"[5, 5, 'K']",-100
"[6, 2, 'K']","['H', 'S']",[],[],[],[],"[9, 'J']",-100
"['K', 'J']",['S'],[],[],[],[],"['A', 'K', 5, 7]",100
"[9, 7, 'K', 2, 10]","['H', 'H', 'DD']",[],[],[],[],"[10, 6, 10]",-200
"[5, 'K', 7]","['H', 'S']",[],[],[],[],"[4, 'Q', 'A', 'Q']",-100
"['Q', 'Q']",['S'],[],[],[],[],"[2, 6, 9]",100
"[4, 'Q']",['S'],[],[],[],[],"[10, 5, 9]",100
"[9, 'Q', 'A']",['DD'],[],[],[],[],"[5, 'K', 5]",-200
"[7, 6]",['S'],[],[],[],[],"[5, 8, 9]",100
"['K', 4]",['S'],[],[],[],[],"['Q', 'Q']",-100
"[7, 4, 9]",['DD'],[],[],[],[],"[5, 2, 8, 3]",200
"['J', 'A']",['S'],[],[],[],[],"[5, 'K', 7]",100
"[8, 10, 'A', 4]","['H', 'DD']",[],[],[],[],"[7, 'J']",-200
"[5, 'K']",['S'],[],[],[],[],"[10, 4, 10]",100
"['A', 5, 'J']",['DD'],[],[],[],[],"[8, 2, 3, 10]",200
"[5, 'J', 'Q']",['DD'],[],[],[],[],"['J', 6, 2]",-200
"['A', 8]",['S'],[],[],[],[],"['J', 6, 'J']",100
"[9, 'A']",['S'],[],[],[],[],"[10, 8]",-100
"[8, 10, 'J']",['DD'],[],[],[],[],"[5, 5, 3, 2, 'A', 'A', 4]",-200
"[7, 'Q', 'A']",['DD'],[],[],[],[],"[10, 'K']",-200
"['Q', 'Q']",['P'],"['Q', 10, 7, 2]","['Q', 8]","['H', 'H', 'DD']","['H', 'S']","['A', 7, 9, 8]",-100
"['K', 2, 2, 6]","['H', 'DD']",[],[],[],[],"[8, 6, 9]",200
"[10, 9, 9]","['H', 'S']",[],[],[],[],"['K', 6, 'J']",-100
"['A', 'J', 6, 2]","['H', 'DD']",[],[],[],[],"['K', 'J']",-200
"['K', 'K']",['S'],[],[],[],[],"[9, 4, 'A', 'A', 9]",100
"[4, 10, 'A']",['DD'],[],[],[],[],"[3, 2, 2, 10]",-200
"[4, 4]",['S'],[],[],[],[],"[10, 'J']",-100
"[9, 6, 6]",['DD'],[],[],[],[],"[3, 'K', 'A', 8]",0
"[9, 'Q', 8]",['DD'],[],[],[],[],"['A', 5, 7, 'Q']",-200
"[3, 5]",['S'],[],[],[],[],"['Q', 5, 2]",-100
"[8, 2, 'A']",['DD'],[],[],[],[],"['A', 10, 2, 4, 2]",-200
"['K', 'Q', 8]",['DD'],[],[],[],[],"[4, 7, 7]",-200
"['J', 4, 10, 10]","['H', 'DD']",[],[],[],[],"[9, 5, 'J']",-200
"[10, 3, 6]",['DD'],[],[],[],[],"['A', 10, 'J']",-200
"['K', 'A', 2]",['DD'],[],[],[],[],"[8, 8, 9]",200
"[3, 5]",['S'],[],[],[],[],"['Q', 4, 4]",-100
"[7, 10]",['S'],[],[],[],[],"['K', 4, 9]",100
"['Q', 'J']",['S'],[],[],[],[],"[6, 2, 5, 4]",100
"[8, 6, 2, 2, 5]","['H', 'H', 'H', 'S']",[],[],[],[],"[9, 5, 'Q']",-100
"[7, 10, 6]",['DD'],[],[],[],[],"[8, 5, 7]",-200
"['K', 10, 9]",['DD'],[],[],[],[],"[5, 9, 4]",-200
"['J', 'A']",['S'],[],[],[],[],"['J', 8]",-100
"['K', 9, 'K', 5]","['H', 'DD']",[],[],[],[],"[9, 4, 2, 2]",-200
"[3, 'K', 2, 10]","['H', 'H', 'S']",[],[],[],[],"['A', 'A', 2, 4, 4, 8]",-100
"['A', 7, 10]",['DD'],[],[],[],[],"[2, 10, 6]",-200
"[2, 2, 6, 8]","['H', 'DD']",[],[],[],[],"['Q', 8]",0
"[3, 6]",['S'],[],[],[],[],"[9, 5, 2, 4]",-100
"['J', 3, 2]",['DD'],[],[],[],[],"[3, 10, 5]",-200
"[9, 6, 4, 8, 3, 6, 4]","['H', 'H', 'H', 'H', 'DD']",[],[],[],[],"['Q', 10]",-200
"[8, 3, 'J']","['H', 'S']",[],[],[],[],"['A', 4, 5, 'K']",100
"[2, 9, 3]",['DD'],[],[],[],[],"['Q', 'Q']",-200
"[7, 6, 'A', 10, 'J']","['H', 'H', 'DD']",[],[],[],[],"[7, 9, 2]",-200
"[8, 5, 3, 10, 8]","['H', 'H', 'DD']",[],[],[],[],"[6, 'J', 7]",-200
"[6, 'A', 10]",['DD'],[],[],[],[],"[3, 8, 4, 'Q']",200
"['A', 7]",['S'],[],[],[],[],"[9, 'Q']",-100
"[4, 9, 6]",['DD'],[],[],[],[],"['K', 5, 6]",-200
"[9, 3]",['S'],[],[],[],[],"[7, 'A', 2, 4, 'K']",100
"[8, 4]",['S'],[],[],[],[],"[10, 'Q']",-100
"[8, 9, 'K']","['H', 'S']",[],[],[],[],"[8, 8, 10]",-100
"[7, 9, 9, 8]","['H', 'DD']",[],[],[],[],"[9, 'K']",-200
"['J', 'A', 5]",['DD'],[],[],[],[],"[4, 9, 2, 5]",-200
"['Q', 'J', 9]",['DD'],[],[],[],[],"[7, 5, 9]",-200
"['Q', 7, 'K', 3]","['H', 'H', 'S']",[],[],[],[],"['J', 5, 4]",-100
"[2, 8, 4, 6]","['H', 'H', 'S']",[],[],[],[],"[2, 2, 'J', 'A', 'J']",100
"[7, 'Q', 2]",['DD'],[],[],[],[],"['J', 2, 10]",200
"['Q', 'A']",['S'],[],[],[],[],"[10, 9]",-100
"['J', 'A']",['S'],[],[],[],[],"[6, 10, 5]",-100
"['J', 10, 9]",['DD'],[],[],[],[],"[6, 7, 8]",-200
"['J', 9]",['S'],[],[],[],[],"['A', 5, 3, 10]",100
"['Q', 10]",['P'],['Q'],[10],['S'],['S'],"[7, 9, 8]",200
"[7, 4, 4, 4, 'A', 10]","['H', 'H', 'H', 'DD']",[],[],[],[],"[6, 'K', 'A', 'J']",-200
"['A', 4, 'Q', 'J']","['H', 'H', 'S']",[],[],[],[],"['K', 'Q']",-100
"['A', 'K', 4, 'A']","['H', 'DD']",[],[],[],[],"[6, 9, 6]",-200
"[5, 3, 'Q']","['H', 'S']",[],[],[],[],"[5, 6, 4, 6]",-100
"[6, 'A']",['S'],[],[],[],[],"[5, 2, 2, 'A', 'Q']",-100
"['Q', 'Q']",['P'],"['Q', 5]","['Q', 'A']","['H', 'S']",['DD'],"[8, 'K']",-300
"[6, 7, 'A']",['DD'],[],[],[],[],"[9, 5, 'A', 'Q']",200
"[7, 'Q', 3, 'K', 5, 'Q']","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[5, 10, 8]",-100
"[9, 7, 'A']","['H', 'S']",[],[],[],[],"['Q', 6, 'Q']",100
"[5, 'K', 9, 'J']","['H', 'DD']",[],[],[],[],"[6, 4, 'J']",-200
"['J', 'J']",['P'],"['J', 10]","['J', 5, 10]",['DD'],"['H', 'H', 'S']","[9, 8]",100
"[2, 7]",['S'],[],[],[],[],"['A', 2, 5, 8, 'J']",100
"[10, 'Q']",['S'],[],[],[],[],"[9, 5, 7]",-100
"[4, 'A', 'Q']","['H', 'S']",[],[],[],[],"['Q', 'K']",-100
"[3, 2, 3]",['DD'],[],[],[],[],"[5, 4, 7, 10]",200
"[7, 'Q']",['S'],[],[],[],[],"['K', 4, 'Q']",100
"[5, 10]",['S'],[],[],[],[],"[8, 6, 'J']",100
"[7, 9]",['S'],[],[],[],[],"['Q', 9]",-100
"[5, 'Q', 2]",['DD'],[],[],[],[],"[4, 6, 'A', 9]",-200
"['Q', 'J']",['P'],"['Q', 8]","['J', 2, 'K']",['DD'],"['H', 'H', 'S']","['K', 3, 4]",100
"['Q', 9]",['S'],[],[],[],[],"[6, 'Q', 7]",100
"[3, 9, 4, 'K', 8]","['H', 'H', 'DD']",[],[],[],[],"[10, 'J']",-200
"[3, 6]",['S'],[],[],[],[],"[9, 5, 7]",-100
"['K', 5]",['S'],[],[],[],[],"[8, 'A', 9]",-100
"['J', 2]",['S'],[],[],[],[],"['Q', 'K']",-100
"[4, 'K', 'A', 9, 9]","['H', 'H', 'DD']",[],[],[],[],"[8, 9]",-200
"[9, 9, 3, 10, 'K']","['H', 'H', 'DD']",[],[],[],[],"['A', 'K', 'Q']",-200
"['J', 10]",['P'],['J'],"[10, 4, 9, 9]",['S'],"['H', 'H', 'DD']","[8, 'J']",-300
"[10, 5, 8]","['H', 'S']",[],[],[],[],"['K', 'Q']",-100
"[3, 'A']",['S'],[],[],[],[],"[5, 'K', 10]",100
"[6, 10]",['S'],[],[],[],[],"['Q', 2, 'K']",100
"[4, 7, 3]","['H', 'S']",[],[],[],[],"[7, 5, 'K']",100
"[10, 'K', 6, 'K']","['H', 'DD']",[],[],[],[],"['J', 4, 'K']",-200
"[9, 6, 'K']","['H', 'S']",[],[],[],[],"[4, 'K', 8]",-100
"['K', 'Q', 7]",['DD'],[],[],[],[],"['K', 'J']",-200
"[10, 2, 10]",['DD'],[],[],[],[],"[3, 'J', 8]",-200
"[3, 2]",['S'],[],[],[],[],"[10, 6, 'K']",100
"[5, 10, 6]","['H', 'S']",[],[],[],[],"[10, 4, 2, 'J']",100
"[10, 3]",['S'],[],[],[],[],"[7, 9, 3]",-100
"[9, 2]",['S'],[],[],[],[],"[2, 2, 'Q', 10]",100
"[6, 9]",['S'],[],[],[],[],"['J', 3, 10]",100
"['A', 10]",['S'],[],[],[],[],"[4, 6, 'K']",-100
"[2, 4]",['S'],[],[],[],[],"['A', 3, 4, 6, 'Q']",100
"[9, 3, 'J']",['DD'],[],[],[],[],"[5, 3, 'K']",-200
"['A', 10, 6, 'Q']","['H', 'H', 'S']",[],[],[],[],"['K', 7]",-100
"[8, 10, 7]",['DD'],[],[],[],[],"['K', 9]",-200
"[8, 7, 3]",['DD'],[],[],[],[],"[7, 'A', 2, 8]",200
"['J', 7, 'K', 'Q']","['H', 'DD']",[],[],[],[],"[6, 6, 'K']",-200
"[3, 10, 'J']",['DD'],[],[],[],[],"['J', 3, 'Q']",-200
"[10, 'J']",['P'],[10],"['J', 8, 5, 6]",['S'],"['H', 'H', 'H', 'S']","[4, 'J', 10]",0
"['Q', 5, 9, 10]","['H', 'DD']",[],[],[],[],"[8, 'K']",-200
"[7, 4, 4, 7, 6]","['H', 'H', 'DD']",[],[],[],[],"[5, 'K', 10]",-200
"[4, 6]",['S'],[],[],[],[],"[6, 'J', 2]",-100
"[8, 2, 6]",['DD'],[],[],[],[],"[4, 'J', 2, 5]",-200
"[9, 4, 'Q']","['H', 'S']",[],[],[],[],"[9, 2, 7]",-100
"[4, 3, 'A']",['DD'],[],[],[],[],"[9, 'K']",-200
"[9, 'K', 10]",['DD'],[],[],[],[],"[7, 10]",-200
"[8, 'K']",['S'],[],[],[],[],"[7, 5, 'A', 9]",-100
"[7, 2]",['S'],[],[],[],[],"['J', 7]",-100
"[10, 7, 4, 4]","['H', 'DD']",[],[],[],[],"[2, 4, 9, 6]",-200
"[3, 6, 'K']","['H', 'S']",[],[],[],[],"['Q', 6, 5]",-100
"[2, 9, 4, 7]","['H', 'DD']",[],[],[],[],"['J', 'J']",-200
"[2, 'A', 'K']",['DD'],[],[],[],[],"[7, 5, 6]",-200
"[6, 10]",['S'],[],[],[],[],"[2, 'K', 'K']",100
"[3, 'J', 10]","['H', 'S']",[],[],[],[],"[2, 7, 5, 2, 6]",-100
"[9, 7, 'A']","['H', 'S']",[],[],[],[],"['A', 10, 10]",-100
"[3, 8, 5]",['DD'],[],[],[],[],"[2, 'Q', 3, 5]",-200
"[2, 'A']",['S'],[],[],[],[],"[4, 'Q', 7]",-100
"[7, 5, 9]",['DD'],[],[],[],[],"[9, 'A', 2, 'J']",0
"[3, 7, 8, 2]","['H', 'H', 'S']",[],[],[],[],"['A', 9, 4, 'J']",100
"['K', 9, 9]",['DD'],[],[],[],[],"['Q', 9]",-200
"[8, 8, 'Q']","['H', 'S']",[],[],[],[],"[7, 2, 6, 2]",-100
"[7, 5, 8]",['DD'],[],[],[],[],"[4, 10, 7]",-200
"[4, 'J', 9]",['DD'],[],[],[],[],"[3, 'K', 6]",-200
"[7, 3]",['S'],[],[],[],[],"[2, 'J', 4, 5]",-100
"['Q', 'A', 6]",['DD'],[],[],[],[],"['K', 3, 'Q']",200
"['K', 8]",['S'],[],[],[],[],"[8, 10]",0
"[2, 6]",['S'],[],[],[],[],"[9, 2, 'J']",-100
"['K', 8, 3]","['H', 'S']",[],[],[],[],"[5, 5, 10]",100
"[3, 6, 'Q']","['H', 'S']",[],[],[],[],"[7, 'Q']",100
"['Q', 2, 'K']",['DD'],[],[],[],[],"['K', 7]",-200
"['Q', 2, 'J']",['DD'],[],[],[],[],"[4, 'J', 9]",-200
"[10, 'K']",['P'],"[10, 3]","['K', 8]",['DD'],['DD'],"[8, 10]",-200
"['Q', 5, 7, 'Q']","['H', 'DD']",[],[],[],[],"[9, 2, 9]",-200
"[7, 'K']",['S'],[],[],[],[],"['A', 9, 'K']",-100
"[2, 'J', 'J']",['DD'],[],[],[],[],"[3, 3, 'Q', 9]",-200
"['K', 'A', 8]",['DD'],[],[],[],[],"[5, 'A', 'Q', 8]",200
"[8, 'K', 2, 'J']","['H', 'H', 'S']",[],[],[],[],"[2, 3, 6, 5, 7]",-100
"[8, 9, 'A']",['DD'],[],[],[],[],"[4, 8, 7]",-200
"[8, 2]",['S'],[],[],[],[],"[10, 3, 2, 4]",-100
"[3, 3, 4]","['H', 'S']",[],[],[],[],"[9, 8]",-100
"[8, 'A']",['S'],[],[],[],[],"[10, 8]",-100
"[8, 'Q', 8]",['DD'],[],[],[],[],"[9, 4, 'K']",-200
"[10, 'J', 7, 4, 'J', 7]","['H', 'H', 'H', 'DD']",[],[],[],[],"['K', 2, 'Q']",-200
"[2, 3, 'Q']",['DD'],[],[],[],[],"['Q', 3, 10]",200
"['Q', 'Q']",['P'],"['Q', 'K', 2]","['Q', 7, 2, 4]","['H', 'DD']","['H', 'H', 'DD']","[7, 'A', 8, 10]",-400
"[3, 2, 'Q']",['DD'],[],[],[],[],"['Q', 3, 5]",-200
"['Q', 'J']",['P'],"['Q', 4]",['J'],"['H', 'S']",['S'],"[7, 'K']",-200
"[4, 'A']",['S'],[],[],[],[],"[5, 'K', 8]",100
"['J', 9, 3, 5, 8]","['H', 'H', 'DD']",[],[],[],[],"['K', 7]",-200
"[6, 9, 9]","['H', 'S']",[],[],[],[],"['A', 'K', 2, 6]",-100
"[3, 2, 7, 5, 5, 2]","['H', 'H', 'H', 'DD']",[],[],[],[],"[9, 8]",-200
"['K', 10]",['P'],['K'],"[10, 5, 5, 6, 'Q']",['S'],"['H', 'H', 'H', 'DD']","[3, 5, 'Q']",-300
"[7, 5]",['S'],[],[],[],[],"[2, 7, 9]",-100
"[9, 'A']",['S'],[],[],[],[],"['K', 7]",-100
"[2, 'J', 10]",['DD'],[],[],[],[],"[5, 3, 6, 7]",-200
"['K', 10, 'J']",['DD'],[],[],[],[],"[6, 'K', 5]",-200
"['K', 'K']",['S'],[],[],[],[],"[6, 6, 'A', 9]",-100
"[6, 2]",['S'],[],[],[],[],"[10, 3, 'J']",100
"[6, 'J', 9]",['DD'],[],[],[],[],"[3, 'K', 'Q']",-200
"[4, 10, 5]",['DD'],[],[],[],[],"[2, 'J', 'J']",200
"[3, 6]",['S'],[],[],[],[],"[2, 5, 10]",-100
"[5, 3, 8]",['DD'],[],[],[],[],"[7, 'Q']",-200
