cards_initial,moves_initial,hand1_cards,hand2_cards,moves_1,moves_2,dealer_hand,money
"[8, 10, 'J']",['DD'],[],[],[],[],"[9, 'Q']",-200
"[2, 'J', 'A']","['H', 'S']",[],[],[],[],"[8, 'A', 7, 4]",-100
"[8, 5]",['S'],[],[],[],[],"['Q', 9]",-100
"[10, 5]",['S'],[],[],[],[],"[9, 'A', 'A', 4, 8]",-100
"[3, 10]",['S'],[],[],[],[],"[2, 8, 'Q']",-100
"['K', 10, 2]","['H', 'S']",[],[],[],[],"['J', 4, 10]",-100
"[7, 'Q', 2]",['DD'],[],[],[],[],"['A', 'J', 'K']",-200
"[10, 'J']",['P'],"[10, 'A', 4, 'K']","['J', 'K']","['H', 'H', 'DD']",['DD'],"[9, 'J']",0
"[8, 'J']",['S'],[],[],[],[],"[9, 'Q']",-100
"[5, 'J']",['S'],[],[],[],[],"[2, 2, 'J', 6]",-100
"['J', 'K']",['S'],[],[],[],[],"['Q', 'J']",0
"[2, 3, 5]",['DD'],[],[],[],[],"[9, 'K']",-200
"[9, 'Q', 7]","['H', 'S']",[],[],[],[],"[7, 'K']",-100
"[7, 8, 9, 8]","['H', 'DD']",[],[],[],[],"[4, 9, 'K']",-200
"['K', 8, 4]",['DD'],[],[],[],[],"[10, 9]",-200
"['A', 5, 4]","['H', 'S']",[],[],[],[],"['Q', 4, 4]",-100
"['Q', 9]",['S'],[],[],[],[],"[8, 6, 'K']",100
"[10, 8, 'Q', 'K', 4]","['H', 'H', 'DD']",[],[],[],[],"[5, 9, 5]",-200
"[5, 5]",['S'],[],[],[],[],"['A', 7, 8, 'A', 2]",-100
"['Q', 6, 10, 2]","['H', 'DD']",[],[],[],[],"[4, 'K', 'J']",-200
"['Q', 'Q']",['P'],"['Q', 10]","['Q', 8]",['DD'],['DD'],"[3, 'A', 'J', 'A', 9]",400
"['Q', 10, 6]",['DD'],[],[],[],[],"[8, 2, 7]",-200
"[8, 3]",['S'],[],[],[],[],"[2, 'J', 5]",-100
"['J', 'K', 8]",['DD'],[],[],[],[],"[2, 3, 3, 8, 2]",-200
"[4, 3]",['S'],[],[],[],[],"['A', 8, 7, 2]",-100
"[10, 3]",['S'],[],[],[],[],"['K', 'J']",-100
"[2, 6]",['S'],[],[],[],[],"['A', 7, 'K']",-100
"['J', 9, 2]","['H', 'S']",[],[],[],[],"[6, 10, 'K']",100
"[7, 2, 'J', 'A']","['H', 'H', 'S']",[],[],[],[],"[6, 6, 10]",100
"[5, 2, 4]","['H', 'S']",[],[],[],[],"[7, 6, 9]",100
"[2, 'J', 9]",['DD'],[],[],[],[],"['K', 7]",200
"['J', 3, 4]",['DD'],[],[],[],[],"['A', 'Q', 7]",0
"['A', 8, 8]",['DD'],[],[],[],[],"[2, 'J', 'K']",200
"[4, 10]",['S'],[],[],[],[],"[3, 7, 'A', 7]",-100
"['Q', 7, 4]","['H', 'S']",[],[],[],[],"['J', 2, 'A', 6]",100
"[10, 8]",['S'],[],[],[],[],"[4, 6, 'Q']",-100
"[3, 9, 10]",['DD'],[],[],[],[],"[9, 3, 8]",-200
"[5, 5, 'A', 2]","['H', 'DD']",[],[],[],[],"['A', 'K', 10]",-200
"[8, 4]",['S'],[],[],[],[],"[8, 10]",-100
"['K', 'Q']",['S'],[],[],[],[],"[2, 'A', 2, 5, 2, 'A', 10]",-100
"[7, 2]",['S'],[],[],[],[],"['A', 8, 9]",-100
"['K', 10, 8]",['DD'],[],[],[],[],"['J', 5, 'K']",-200
"[2, 2]",['P'],"[2, 6]","[2, 10]",['DD'],['DD'],"[5, 'A', 4, 3, 'K']",400
"['Q', 'J', 3]",['DD'],[],[],[],[],"['A', 5, 10, 3]",-200
"[8, 2, 'J']",['DD'],[],[],[],[],"['Q', 4, 8]",200
"[8, 4]",['S'],[],[],[],[],"['K', 5, 7]",100
"[9, 7]",['S'],[],[],[],[],"['Q', 'Q']",-100
"[3, 'J', 'J']",['DD'],[],[],[],[],"['K', 7]",-200
"[5, 8, 10]",['DD'],[],[],[],[],"['Q', 'K']",-200
"[9, 2, 7]",['DD'],[],[],[],[],"[10, 'K']",-200
"[9, 3, 'Q', 10]","['H', 'DD']",[],[],[],[],"['Q', 'J']",-200
"[6, 8, 8]",['DD'],[],[],[],[],"['Q', 5, 9]",-200
"[8, 2, 'J', 10]","['H', 'DD']",[],[],[],[],"[2, 'Q', 'Q']",-200
"[5, 'J', 10, 7]","['H', 'H', 'S']",[],[],[],[],"[10, 6, 8]",-100
"[7, 2, 7]",['DD'],[],[],[],[],"['K', 'J']",-200
"['K', 'K']",['S'],[],[],[],[],"[8, 'K']",100
"[10, 9]",['S'],[],[],[],[],"['Q', 'Q']",-100
"['A', 7, 4, 2, 8]","['H', 'H', 'DD']",[],[],[],[],"[3, 3, 7, 'Q']",200
"['Q', 'J', 'K', 'K']","['H', 'DD']",[],[],[],[],"[4, 'Q', 5]",-200
"['K', 'Q']",['P'],['K'],['Q'],['S'],['S'],"['J', 'Q']",-200
"['J', 2, 7, 8]","['H', 'DD']",[],[],[],[],"[10, 3, 6]",-200
"['Q', 3]",['S'],[],[],[],[],"[6, 3, 2, 8]",-100
"[10, 'J']",['P'],[10],"['J', 7]",['S'],"['H', 'S']","['K', 6, 3]",-200
"[8, 10]",['S'],[],[],[],[],"[3, 7, 'Q']",-100
"[10, 9]",['S'],[],[],[],[],"['J', 7]",100
"[10, 'K']",['S'],[],[],[],[],"[3, 'A', 'A', 2, 9, 6]",0
"[4, 6]",['S'],[],[],[],[],"[6, 'Q', 3]",-100
"[6, 3]",['S'],[],[],[],[],"['Q', 6, 7]",100
"[9, 8]",['S'],[],[],[],[],"['A', 7, 2, 2, 4, 3]",-100
"[3, 9, 4, 'J']","['H', 'DD']",[],[],[],[],"[9, 10]",-200
"[7, 'A', 4]",['DD'],[],[],[],[],"[2, 2, 9, 5]",-200
"[6, 2]",['S'],[],[],[],[],"[3, 'J', 8]",-100
"[5, 'Q', 2]",['DD'],[],[],[],[],"['K', 8]",-200
"[8, 7]",['S'],[],[],[],[],"['J', 4, 7]",-100
"['J', 10, 3]","['H', 'S']",[],[],[],[],"[7, 8, 3]",-100
"[8, 4, 4, 8, 9]","['H', 'H', 'DD']",[],[],[],[],"[3, 10, 'K']",-200
"[4, 3]",['S'],[],[],[],[],"[4, 'A', 'A', 2, 3, 8]",-100
"['Q', 'K', 9]",['DD'],[],[],[],[],"[8, 2, 9]",-200
"[9, 3, 7]",['DD'],[],[],[],[],"[10, 'J']",-200
"[5, 9, 3]",['DD'],[],[],[],[],"[5, 'Q', 6]",-200
"['J', 8, 8]",['DD'],[],[],[],[],"['A', 2, 9, 6]",-200
"[6, 2]",['S'],[],[],[],[],"['A', 'Q', 5, 8]",100
"[8, 10, 7, 8, 'K', 'A']","['H', 'H', 'H', 'DD']",[],[],[],[],"['A', 2, 9, 3, 7]",-200
"['J', 'Q', 7]",['DD'],[],[],[],[],"[3, 'A', 'K', 9]",-200
"['K', 'K']",['P'],['K'],['K'],['S'],['S'],"[9, 'A', 'Q']",-200
"['K', 'Q']",['S'],[],[],[],[],"[8, 'A', 7, 10]",100
"[9, 4]",['S'],[],[],[],[],"['K', 'J']",-100
"['K', 'K', 'Q', 'K']","['H', 'H', 'S']",[],[],[],[],"[10, 10]",-100
"['Q', 'Q', 6, 9]","['H', 'DD']",[],[],[],[],"[3, 10, 2, 6]",-200
"[6, 2, 8]",['DD'],[],[],[],[],"['Q', 8]",-200
"['J', 9, 'A']",['DD'],[],[],[],[],"[3, 3, 9, 5]",-200
"['Q', 'A', 'Q', 6, 'Q']","['H', 'H', 'H', 'S']",[],[],[],[],"[10, 10]",-100
"[6, 9, 3]",['DD'],[],[],[],[],"['K', 8]",0
"[4, 'Q', 6, 6, 3]","['H', 'H', 'DD']",[],[],[],[],"[8, 10]",-200
"['K', 6, 3, 5]","['H', 'H', 'S']",[],[],[],[],"[4, 9, 'A', 'J']",-100
"[5, 2, 5]",['DD'],[],[],[],[],"[10, 'K']",-200
"[4, 8, 3]",['DD'],[],[],[],[],"[6, 'J', 5]",-200
"[3, 'Q', 2]",['DD'],[],[],[],[],"['A', 10, 'K']",-200
"[10, 4, 6]",['DD'],[],[],[],[],"[5, 9, 7]",-200
"[3, 3, 10]",['DD'],[],[],[],[],"[9, 2, 5, 'K']",200
"[5, 7, 'Q', 'J']","['H', 'DD']",[],[],[],[],"[5, 'A', 8, 7]",-200
"[10, 2]",['S'],[],[],[],[],"['A', 8, 8, 2]",-100
"[5, 10, 10, 5, 8]","['H', 'H', 'DD']",[],[],[],[],"[9, 8]",-200
"['J', 3]",['S'],[],[],[],[],"['J', 6, 2]",-100
"[2, 'K']",['S'],[],[],[],[],"[8, 5, 7]",-100
"[4, 'A', 5]",['DD'],[],[],[],[],"[5, 3, 'A', 'J']",-200
"['Q', 'J']",['S'],[],[],[],[],"['A', 'J', 6, 'A', 8]",100
"[7, 3, 6]","['H', 'S']",[],[],[],[],"['A', 4, 10, 2, 'K']",100
"['Q', 10]",['P'],"['Q', 4]","[10, 9]","['H', 'S']","['H', 'S']","[3, 6, 8]",0
"['Q', 8, 8]",['DD'],[],[],[],[],"[9, 9]",-200
"['Q', 7, 9, 'A']","['H', 'DD']",[],[],[],[],"[2, 3, 8, 2, 4]",-200
"[8, 8]",['S'],[],[],[],[],"['Q', 3, 5]",-100
"[5, 'K']",['S'],[],[],[],[],"[3, 5, 3, 4, 'J']",100
"['A', 7]",['S'],[],[],[],[],"[5, 9, 8]",100
"['A', 9]",['S'],[],[],[],[],"[4, 7, 10]",-100
"['Q', 8, 'Q', 'K']","['H', 'DD']",[],[],[],[],"[6, 'K', 'A', 5]",-200
"[10, 6, 8, 'Q']","['H', 'DD']",[],[],[],[],"[8, 4, 10]",-200
"['K', 'Q', 'J']",['DD'],[],[],[],[],"[6, 5, 3, 10]",-200
"['Q', 'Q', 5]",['DD'],[],[],[],[],"['K', 6, 'A', 4]",-200
"[8, 'A', 3, 2]","['H', 'DD']",[],[],[],[],"[9, 3, 6]",-200
"[8, 4, 6, 'J']","['H', 'DD']",[],[],[],[],"[6, 9, 7]",-200
"[7, 'K']",['S'],[],[],[],[],"['Q', 8]",-100
"[5, 'A']",['S'],[],[],[],[],"[9, 6, 4]",-100
"[6, 6, 'J']","['H', 'S']",[],[],[],[],"[10, 2, 'A', 10]",-100
"[9, 7, 9]",['DD'],[],[],[],[],"['A', 8, 5, 5]",-200
"[6, 6, 'J']",['DD'],[],[],[],[],"[10, 'Q']",-200
"[10, 5, 3]",['DD'],[],[],[],[],"['J', 'A', 'K']",-200
"[8, 'Q', 2, 3]","['H', 'DD']",[],[],[],[],"['A', 'A', 7, 9, 9]",-200
"[10, 9, 8]",['DD'],[],[],[],[],"[4, 9, 'A', 'Q']",-200
"['J', 10, 8]",['DD'],[],[],[],[],"[3, 5, 5, 4]",-200
"[8, 10]",['S'],[],[],[],[],"['Q', 8]",0
"[2, 8]",['S'],[],[],[],[],"['A', 6, 3, 7, 7]",100
"[7, 'A']",['S'],[],[],[],[],"[10, 3, 6]",-100
"['Q', 8, 3, 10]","['H', 'H', 'S']",[],[],[],[],"[5, 6, 3, 7]",-100
"['Q', 'A', 10]",['DD'],[],[],[],[],"[6, 10, 4]",0
"[2, 'A']",['S'],[],[],[],[],"['A', 9, 2, 'Q']",-100
"[8, 'Q', 2]",['DD'],[],[],[],[],"[10, 7]",200
"[4, 10]",['S'],[],[],[],[],"[4, 5, 7, 6]",100
"[7, 'J', 9]","['H', 'S']",[],[],[],[],"[5, 2, 'A', 'Q']",-100
"[5, 8, 'A']",['DD'],[],[],[],[],"[4, 5, 8]",-200
"['K', 7]",['S'],[],[],[],[],"['A', 'Q', 8]",-100
"[7, 2]",['S'],[],[],[],[],"['K', 'K']",-100
"[2, 10, 2, 8]","['H', 'DD']",[],[],[],[],"[4, 'A', 'Q', 4]",-200
"[7, 3]",['S'],[],[],[],[],"[3, 6, 9]",-100
"[10, 4]",['S'],[],[],[],[],"[10, 'K']",-100
"[3, 4]",['S'],[],[],[],[],"[5, 2, 7, 8]",100
"[3, 9]",['S'],[],[],[],[],"[7, 'K']",-100
"[9, 2]",['S'],[],[],[],[],"[7, 4, 5, 7]",100
"[9, 7]",['S'],[],[],[],[],"[7, 'J']",-100
"[2, 'Q', 7, 'J']","['H', 'DD']",[],[],[],[],"[6, 4, 'J']",-200
"['A', 10, 9, 'A', 6]","['H', 'H', 'DD']",[],[],[],[],"[3, 5, 'Q']",-200
"[9, 3]",['S'],[],[],[],[],"[5, 9, 10]",100
"['K', 10]",['S'],[],[],[],[],"[10, 'K']",0
"[8, 'Q', 6, 5]","['H', 'H', 'S']",[],[],[],[],"[9, 'J']",-100
"[7, 2]",['S'],[],[],[],[],"[9, 10]",-100
"[8, 10]",['S'],[],[],[],[],"[5, 4, 'J']",-100
"['J', 10, 10]",['DD'],[],[],[],[],"['A', 4, 'J', 6]",-200
"[10, 5, 9, 10]","['H', 'DD']",[],[],[],[],"['K', 5, 6]",-200
"[7, 2, 4]",['DD'],[],[],[],[],"[6, 'J', 10]",200
"['Q', 5]",['S'],[],[],[],[],"[8, 2, 9]",-100
"[10, 6, 2]",['DD'],[],[],[],[],"['A', 8, 4, 8]",-200
"[3, 'J', 'J']",['DD'],[],[],[],[],"['J', 9]",-200
"[10, 'J', 7]",['DD'],[],[],[],[],"['A', 'Q', 6, 3]",-200
"['Q', 9, 4, 'K']","['H', 'DD']",[],[],[],[],"[5, 5, 7]",-200
"[10, 9, 'A']",['DD'],[],[],[],[],"['Q', 5, 6]",-200
"[5, 'A']",['S'],[],[],[],[],"[6, 'J', 9]",100
"['Q', 2]",['S'],[],[],[],[],"[9, 5, 5]",-100
"[5, 'A']",['S'],[],[],[],[],"[10, 'K']",-100
"[4, 'A', 3]",['DD'],[],[],[],[],"['Q', 7]",-200
"['Q', 3, 5, 'K']","['H', 'DD']",[],[],[],[],"[8, 8, 9]",-200
"[4, 'K']",['S'],[],[],[],[],"[2, 8, 'Q']",-100
"[8, 5, 3, 'A']","['H', 'DD']",[],[],[],[],"[10, 5, 'A', 5]",-200
"[10, 2, 5, 4, 'J']","['H', 'H', 'DD']",[],[],[],[],"[6, 'Q', 5]",-200
"[3, 9, 'K']","['H', 'S']",[],[],[],[],"['A', 'Q', 3, 6]",-100
"['K', 10]",['P'],"['K', 5, 7]",[10],"['H', 'DD']",['S'],"[4, 'J', 5]",-300
"[8, 'A', 'J', 'K']","['H', 'DD']",[],[],[],[],"[8, 2, 4, 'J']",-200
"['K', 4, 'Q']",['DD'],[],[],[],[],"[3, 5, 5, 8]",-200
"[4, 5, 'A', 'J']","['H', 'DD']",[],[],[],[],"[8, 3, 3, 4]",200
"['K', 5]",['S'],[],[],[],[],"[4, 7, 'K']",-100
"[4, 'K', 6]",['DD'],[],[],[],[],"['Q', 2, 2, 10]",200
"['Q', 'K', 4, 9]","['H', 'DD']",[],[],[],[],"['A', 'J', 5, 'J']",-200
"[8, 2, 3, 4]","['H', 'DD']",[],[],[],[],"['Q', 8]",-200
"[5, 4, 'J']","['H', 'S']",[],[],[],[],"[10, 2, 'A', 9]",-100
"[2, 7, 8]",['DD'],[],[],[],[],"[6, 2, 'J']",-200
"['J', 6, 5]",['DD'],[],[],[],[],"['A', 7, 10]",200
"[4, 3, 5]","['H', 'S']",[],[],[],[],"[7, 9, 10]",100
"[3, 4, 'A']",['DD'],[],[],[],[],"[3, 'K', 5]",-200
"[9, 5, 8]","['H', 'S']",[],[],[],[],"[5, 'A', 4, 5, 6]",-100
"[3, 'K', 3]",['DD'],[],[],[],[],"[4, 'K', 8]",200
"['A', 'A']",['S'],[],[],[],[],"['J', 5, 2]",-100
"['J', 5]",['S'],[],[],[],[],"[2, 8, 9]",-100
"['Q', 10, 'Q', 8]","['H', 'DD']",[],[],[],[],"[5, 10, 7]",-200
"[6, 7, 5]",['DD'],[],[],[],[],"['Q', 10]",-200
"[5, 'A']",['S'],[],[],[],[],"[5, 'K', 'J']",100
"[9, 7]",['S'],[],[],[],[],"[10, 6, 4]",-100
"['A', 'Q']",['S'],[],[],[],[],"[6, 8, 8]",100
"[7, 'K', 'A']",['DD'],[],[],[],[],"['Q', 9]",-200
"[3, 'J', 6]",['DD'],[],[],[],[],"['J', 7]",200
"['A', 10, 8]",['DD'],[],[],[],[],"[3, 4, 8, 9]",200
"[9, 4, 8]",['DD'],[],[],[],[],"['K', 'A', 6, 10]",200
"[3, 8, 10]",['DD'],[],[],[],[],"[4, 3, 'J']",200
"[10, 8, 4]","['H', 'S']",[],[],[],[],"[6, 2, 'J']",-100
"['J', 6]",['S'],[],[],[],[],"[9, 7, 10]",100
"[5, 7]",['S'],[],[],[],[],"[4, 'A', 8, 9]",-100
"[5, 'J', 4]",['DD'],[],[],[],[],"[6, 6, 'A', 2, 'J']",200
"[5, 3, 'J', 4]","['H', 'DD']",[],[],[],[],"[10, 4, 7]",-200
"[7, 10, 5]",['DD'],[],[],[],[],"[2, 3, 8, 5]",-200
"[6, 4, 'K', 8]","['H', 'DD']",[],[],[],[],"[10, 10]",-200
"[2, 3, 4]",['DD'],[],[],[],[],"[2, 'K', 6]",-200
"[6, 'Q', 5]",['DD'],[],[],[],[],"['K', 'A', 6, 3]",200
"[7, 5, 7, 'K', 'Q', 9, 'Q']","['H', 'H', 'H', 'H', 'H', 'S']",[],[],[],[],"[3, 8, 8]",-100
"['K', 'A', 'Q', 10, 'A']","['H', 'H', 'DD']",[],[],[],[],"[3, 8, 8]",-200
"[4, 9, 6, 3]","['H', 'DD']",[],[],[],[],"[10, 4, 'K']",-200
"[9, 7, 'Q']",['DD'],[],[],[],[],"['J', 6, 5]",-200
"['A', 8, 9]",['DD'],[],[],[],[],"[2, 4, 9, 'Q']",200
"[4, 6, 10]",['DD'],[],[],[],[],"[10, 5, 'K']",200
"[2, 2, 3]",['DD'],[],[],[],[],"[5, 8, 10]",200
"['Q', 'K', 4]",['DD'],[],[],[],[],"['J', 9]",-200
"[5, 4, 6]",['DD'],[],[],[],[],"[2, 'J', 4, 'Q']",200
"[7, 8, 'J', 3]","['H', 'H', 'S']",[],[],[],[],"[8, 'Q']",-100
"[9, 'J', 10, 3]","['H', 'DD']",[],[],[],[],"[5, 2, 'K']",-200
"['Q', 'J', 6, 'K']","['H', 'DD']",[],[],[],[],"[8, 5, 3, 10]",-200
"[3, 10]",['S'],[],[],[],[],"[6, 7, 2, 7]",100
"[8, 'J']",['S'],[],[],[],[],"[9, 3, 7]",-100
"[10, 'A']",['S'],[],[],[],[],"['A', 7, 7, 'Q']",100
"['K', 5]",['S'],[],[],[],[],"['J', 4, 7]",-100
"[8, 6, 9]",['DD'],[],[],[],[],"[4, 'Q', 7]",-200
"[9, 4, 2]",['DD'],[],[],[],[],"[5, 'J', 'Q']",200
"['A', 'J', 'A']",['DD'],[],[],[],[],"[3, 'K', 'J']",200
"['J', 5]",['S'],[],[],[],[],"[10, 2, 9]",-100
"[8, 10]",['S'],[],[],[],[],"[6, 8, 7]",-100
"[6, 'Q']",['S'],[],[],[],[],"[6, 2, 10]",-100
"[3, 6, 10]",['DD'],[],[],[],[],"['Q', 'Q']",-200
"['A', 'K']",['S'],[],[],[],[],"[10, 2, 2, 7]",-100
"[8, 6, 10]","['H', 'S']",[],[],[],[],"['K', 3, 'K']",-100
"['J', 'K']",['S'],[],[],[],[],"[3, 'Q', 9]",100
"[6, 'J', 6]",['DD'],[],[],[],[],"[3, 3, 'J', 7]",-200
"['K', 10]",['P'],"['K', 'J']","[10, 2, 'J', 8]",['DD'],"['H', 'H', 'H', 'S']","[6, 3, 'K']",100
"[5, 5, 3]",['DD'],[],[],[],[],"[10, 10]",-200
"[8, 10]",['S'],[],[],[],[],"[6, 'K', 'J']",100
"['J', 7]",['S'],[],[],[],[],"[8, 'Q']",-100
"[5, 'K', 5, 9]","['H', 'H', 'S']",[],[],[],[],"[4, 'Q', 5]",-100
"['K', 8, 5]","['H', 'S']",[],[],[],[],"[6, 6, 4, 8]",-100
"['K', 2, 6]","['H', 'S']",[],[],[],[],"[8, 2, 'Q']",-100
"[4, 7, 8]",['DD'],[],[],[],[],"['Q', 3, 4]",200
"[6, 7, 'K', 7]","['H', 'DD']",[],[],[],[],"['A', 10, 'J']",-200
"['Q', 5]",['S'],[],[],[],[],"[9, 'Q']",-100
"[2, 4]",['S'],[],[],[],[],"[2, 'K', 3, 6]",-100
"[3, 5]",['S'],[],[],[],[],"['K', 'K']",-100
"[9, 4, 'J', 2]","['H', 'DD']",[],[],[],[],"[5, 8, 9]",-200
"[4, 'A']",['S'],[],[],[],[],"[3, 'A', 3, 9, 'Q']",100
"[5, 7]",['S'],[],[],[],[],"[7, 'K']",-100
"[7, 5, 'K', 'A']","['H', 'H', 'S']",[],[],[],[],"['J', 4, 9]",-100
"[8, 10, 8]",['DD'],[],[],[],[],"[3, 5, 'Q']",-200
"[2, 6, 4]",['DD'],[],[],[],[],"[4, 3, 10]",-200
"[3, 6, 8]",['DD'],[],[],[],[],"[9, 9]",-200
"[8, 'J', 4]",['DD'],[],[],[],[],"[3, 8, 'J']",-200
"['J', 5]",['S'],[],[],[],[],"[10, 'K']",-100
"[10, 5]",['S'],[],[],[],[],"['Q', 'J']",-100
"[4, 3, 'A']",['DD'],[],[],[],[],"['K', 3, 7]",-200
"['K', 'A', 8, 4]","['H', 'DD']",[],[],[],[],"[2, 5, 9, 'Q']",-200
"['K', 4, 9]",['DD'],[],[],[],[],"['A', 3, 2, 5, 3, 10]",-200
"[10, 5]",['S'],[],[],[],[],"[5, 6, 5, 4]",-100
"['Q', 2]",['S'],[],[],[],[],"[4, 9, 'Q']",100
"['K', 'Q']",['S'],[],[],[],[],"['A', 9, 7, 8]",100
"['K', 10]",['S'],[],[],[],[],"[3, 10, 8]",-100
"[8, 8, 'J']",['DD'],[],[],[],[],"[8, 9]",-200
"[4, 7]",['S'],[],[],[],[],"['A', 6, 'A', 8, 10]",100
"['J', 9]",['S'],[],[],[],[],"['Q', 7]",100
"[5, 7]",['S'],[],[],[],[],"[8, 2, 'Q']",-100
"[5, 4, 10]",['DD'],[],[],[],[],"[8, 'K']",200
"['J', 'A', 'A', 'J', 2]","['H', 'H', 'H', 'S']",[],[],[],[],"[7, 'K']",-100
"[10, 'A', 'K']","['H', 'S']",[],[],[],[],"['K', 'A', 6, 8]",100
"['K', 'J']",['P'],"['K', 'A']","['J', 10, 5]",['DD'],"['H', 'DD']","[3, 5, 6, 'J']",0
"[4, 'A', 'K']",['DD'],[],[],[],[],"[5, 7, 9]",-200
"['J', 4]",['S'],[],[],[],[],"[6, 7, 5]",-100
"['A', 6, 'Q']",['DD'],[],[],[],[],"[9, 'A', 3, 5]",-200
"['J', 4]",['S'],[],[],[],[],"[3, 'K', 4]",-100
"['Q', 2, 6, 4]","['H', 'DD']",[],[],[],[],"['J', 'A', 8]",-200
"[10, 7, 8]",['DD'],[],[],[],[],"[10, 'A', 9]",-200
"[5, 3]",['S'],[],[],[],[],"[10, 4, 6]",-100
"[2, 'J', 9, 8, 'A', 3]","['H', 'H', 'H', 'DD']",[],[],[],[],"['K', 10]",-200
"['J', 7]",['S'],[],[],[],[],"[5, 3, 'K']",-100
"['Q', 6, 7]",['DD'],[],[],[],[],"['J', 5, 'Q']",-200
"[8, 'Q']",['S'],[],[],[],[],"[6, 6, 'A', 3, 5]",-100
"['Q', 10, 2]",['DD'],[],[],[],[],"[7, 6, 4]",-200
"[7, 3, 6]",['DD'],[],[],[],[],"[2, 'Q', 9]",-200
"[3, 'A', 'A']",['DD'],[],[],[],[],"[9, 6, 2]",-200
"[4, 8, 7]",['DD'],[],[],[],[],"['Q', 3, 4]",200
"['A', 7, 9]",['DD'],[],[],[],[],"[2, 7, 6, 10]",200
"[10, 2, 'A', 5, 7, 8]","['H', 'H', 'H', 'DD']",[],[],[],[],"['Q', 2, 3, 8]",-200
"[2, 'K', 8]",['DD'],[],[],[],[],"[3, 9, 'Q']",200
"[6, 10, 'Q']",['DD'],[],[],[],[],"[4, 'Q', 'K']",-200
"[6, 'K']",['S'],[],[],[],[],"[8, 'K']",-100
"[6, 9, 'K']",['DD'],[],[],[],[],"['J', 5, 4]",-200
"['J', 'A', 'K']",['DD'],[],[],[],[],"[8, 6, 6]",0
"[5, 6]",['S'],[],[],[],[],"[3, 2, 7, 9]",-100
"['J', 'A', 6]",['DD'],[],[],[],[],"[3, 7, 9]",-200
"[9, 6]",['S'],[],[],[],[],"[2, 4, 'J', 2]",-100
"[7, 5, 'A', 10]","['H', 'H', 'S']",[],[],[],[],"[8, 9]",-100
"[10, 9, 8, 4]","['H', 'DD']",[],[],[],[],"[8, 6, 'Q']",-200
"[4, 9, 8]",['DD'],[],[],[],[],"[6, 9, 'J']",200
"[3, 5, 8]","['H', 'S']",[],[],[],[],"[6, 'A', 6, 10]",100
"[9, 2, 6]","['H', 'S']",[],[],[],[],"[3, 5, 'J']",-100
"[7, 6, 9]",['DD'],[],[],[],[],"[10, 8]",-200
"['K', 6]",['S'],[],[],[],[],"[9, 3, 8]",-100
"['J', 5, 5, 'Q']","['H', 'H', 'S']",[],[],[],[],"[7, 8, 'K']",-100
"['A', 7, 2, 'J', 'K']","['H', 'H', 'DD']",[],[],[],[],"[7, 'K']",-200
"[4, 7, 3, 6]","['H', 'DD']",[],[],[],[],"['A', 5, 4, 10]",200
"[5, 4, 'K']",['DD'],[],[],[],[],"[7, 9, 'A', 'K']",200
"[2, 7, 7]",['DD'],[],[],[],[],"[9, 'J']",-200
"[4, 9]",['S'],[],[],[],[],"[4, 'K', 9]",100
"[2, 'Q', 8]",['DD'],[],[],[],[],"['J', 9]",200
"[2, 5, 9]",['DD'],[],[],[],[],"[4, 9, 6]",-200
"['J', 9, 'A', 10]","['H', 'H', 'S']",[],[],[],[],"[2, 10, 'K']",-100
"['K', 2]",['S'],[],[],[],[],"[2, 2, 8, 6]",-100
"['K', 5, 8, 7, 3, 10, 'Q', 5, 3]","['H', 'H', 'H', 'H', 'H', 'H', 'DD']",[],[],[],[],"[3, 4, 6, 6]",-200
"[4, 4, 2]",['DD'],[],[],[],[],"['J', 8]",-200
"[9, 'A']",['S'],[],[],[],[],"['J', 'J']",-100
"['Q', 'A', 'K']",['DD'],[],[],[],[],"[10, 7]",200
"['J', 'K', 2]",['DD'],[],[],[],[],"[10, 7]",-200
"['K', 3]",['S'],[],[],[],[],"[2, 3, 2, 'K']",-100
"[3, 7, 'Q']",['DD'],[],[],[],[],"[4, 10, 3]",200
"['K', 'Q', 4, 6]","['H', 'DD']",[],[],[],[],"[7, 5, 8]",-200
"[7, 9, 6]",['DD'],[],[],[],[],"['A', 8, 'Q']",-200
"[4, 3, 'J']",['DD'],[],[],[],[],"[9, 8]",0
"[3, 2, 6, 2]","['H', 'DD']",[],[],[],[],"[8, 9]",-200
"[9, 'Q']",['S'],[],[],[],[],"[6, 8, 4]",100
"[9, 10, 8]",['DD'],[],[],[],[],"[10, 3, 9]",-200
"[9, 4, 2]",['DD'],[],[],[],[],"['Q', 'J']",-200
"[10, 3, 7]",['DD'],[],[],[],[],"[8, 8, 7]",200
"['Q', 'J']",['S'],[],[],[],[],"[4, 5, 4, 'J']",100
"[8, 'K', 2]",['DD'],[],[],[],[],"[3, 'J', 8]",-200
"[3, 8, 'J', 2]","['H', 'DD']",[],[],[],[],"[9, 'Q']",-200
"[7, 8]",['S'],[],[],[],[],"[7, 3, 'J']",-100
"[8, 10, 5]",['DD'],[],[],[],[],"[3, 7, 3, 8]",-200
"['K', 2, 'Q']","['H', 'S']",[],[],[],[],"[9, 2, 3, 10]",-100
"[5, 3, 'Q', 5]","['H', 'H', 'S']",[],[],[],[],"[10, 9]",-100
